,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
45656,109,10,23,13,24,2,05中正區,中正區中華路1段與開封街1段口,0,0,1,2,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,1,13,2,66.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,44.0,16,1.0,22.0,9.0,121.5096383,25.04602906
45657,109,10,23,13,24,2,05中正區,中正區中華路1段與開封街1段口,0,0,1,3,B03,7,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,1,13,1,19.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,3.0,44.0,16,1.0,22.0,9.0,121.5096383,25.04602906
45658,109,10,23,13,26,2,05中正區,中正區市民大道1段168號,0,0,2,1,B01,7,1,5,0,14,9,1,5,4,5,7,4,4,1,4,5,2,16,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5187263,25.04828099
45659,109,10,23,13,26,2,05中正區,中正區市民大道1段168號,0,0,2,2,C03,7,1,5,0,14,9,1,5,4,5,7,4,4,1,4,5,2,16,2,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,43.0,43,1.0,22.0,9.0,121.5187263,25.04828099
45660,109,10,23,13,26,2,05中正區,中正區市民大道1段168號,0,0,2,3,C03,7,1,5,0,14,9,1,5,4,5,7,4,4,1,4,5,2,16,1,59.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5187263,25.04828099
45679,109,10,23,14,25,2,05中正區,中正區羅斯福路1段與南海路口口,0,0,1,1,B03,6,1,5,30,5,1,1,4,4,5,7,1,1,10,4,5,1,2,1,22.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,1.0,15.0,15,1.0,22.0,9.0,121.5181253,25.03287543
45681,109,10,23,14,25,2,05中正區,中正區羅斯福路1段與南海路口口,0,0,1,2,H01,6,1,5,30,5,1,1,4,4,5,7,1,1,10,4,5,1,2,2,44.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5181253,25.03287543
45697,109,10,23,15,42,2,05中正區,中正區南昌路1段5號,0,0,1,1,B03,6,1,5,30,14,9,1,4,4,5,7,4,4,4,5,5,2,17,1,35.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,15.0,9.0,9,1.0,22.0,9.0,121.5160714,25.03284003
45698,109,10,23,15,42,2,05中正區,中正區南昌路1段5號,0,0,1,2,C03,6,1,5,30,14,9,1,4,4,5,7,4,4,4,5,5,2,17,1,38.0,2.0,9.0,1.0,1.0,7.0,9.0,4.0,8.0,1.0,12.0,44.0,9,1.0,22.0,9.0,121.5160714,25.03284003
45709,109,10,23,17,14,2,05中正區,中正區市民大道2段與天津街口,0,0,1,1,B03,7,3,5,40,4,2,1,5,4,5,7,1,1,9,4,5,2,2,1,65.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,1.0,15.0,15,1.0,22.0,9.0,121.5224176,25.04779943
45710,109,10,23,17,14,2,05中正區,中正區市民大道2段與天津街口,0,0,1,2,H01,7,3,5,40,4,2,1,5,4,5,7,1,1,9,4,5,2,2,2,43.0,2.0,1.0,4.0,5.0,8.0,18.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5224176,25.04779943
45716,109,10,23,17,30,2,05中正區,中正區寧波西街與重慶南路2段口,0,0,1,1,B03,7,3,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,12,1,58.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,4.0,44.0,44,1.0,22.0,9.0,121.5152556,25.02975657
45717,109,10,23,17,30,2,05中正區,中正區寧波西街與重慶南路2段口,0,0,1,2,C03,7,3,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,12,2,25.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,7.0,44,1.0,22.0,9.0,121.5152556,25.02975657
45727,109,10,23,18,27,2,05中正區,中正區汀州路3段136號,0,0,2,1,C03,8,3,5,50,14,9,1,5,4,5,6,4,4,9,4,5,2,16,2,44.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,4.0,4,1.0,22.0,9.0,121.5338946,25.01389749
45728,109,10,23,18,27,2,05中正區,中正區汀州路3段136號,0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,6,4,4,9,4,5,2,16,1,30.0,2.0,4.0,1.0,1.0,7.0,11.0,1.0,10.0,1.0,11.0,44.0,4,1.0,22.0,9.0,121.5338946,25.01389749
45729,109,10,23,18,33,2,05中正區,中正區忠孝東路1段與天津街口,0,0,1,1,A05,7,3,5,50,4,4,1,5,4,5,7,2,1,1,4,5,2,13,1,58.0,3.0,10.0,3.0,4.0,7.0,9.0,1.0,2.0,2.0,1.0,25.0,25,1.0,10.0,4.0,121.5218775,25.04524467
45730,109,10,23,18,33,2,05中正區,中正區忠孝東路1段與天津街口,0,0,1,2,C03,7,3,5,50,4,4,1,5,4,5,7,2,1,1,4,5,2,13,2,23.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,26.0,25,1.0,2.0,5.0,121.5218775,25.04524467
45768,109,10,23,22,9,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,2,1,B01,7,3,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,13,1,51.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,2.0,1.0,5.0,16.0,16,1.0,22.0,9.0,121.512843,25.03894827
45769,109,10,23,22,9,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,2,2,C02,7,3,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,13,1,26.0,2.0,8.0,1.0,1.0,7.0,15.0,1.0,9.0,1.0,13.0,44.0,16,1.0,22.0,9.0,121.512843,25.03894827
45770,109,10,23,22,9,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,2,3,H02,7,3,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,13,1,23.0,2.0,8.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,16,1.0,22.0,9.0,121.512843,25.03894827
45927,109,10,24,20,15,2,05中正區,中正區鄭州路與承德路1段口,0,0,1,1,C03,7,3,5,40,5,1,1,5,4,5,7,1,1,1,5,5,2,17,2,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,16.0,16,1.0,22.0,9.0,121.5163363,25.04863445
45928,109,10,24,20,15,2,05中正區,中正區鄭州路與承德路1段口,0,0,1,2,C03,7,3,5,40,5,1,1,5,4,5,7,1,1,1,5,5,2,17,1,23.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,44.0,16,1.0,22.0,9.0,121.5163363,25.04863445
45940,109,10,24,21,43,2,05中正區,中正區羅斯福路4段24巷與汀州路3段口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,2,54.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,4.0,44.0,44,1.0,22.0,9.0,121.5325786,25.01487394
45941,109,10,24,21,43,2,05中正區,中正區羅斯福路4段24巷與汀州路3段口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,2,26.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,7.0,44,1.0,22.0,9.0,121.5325786,25.01487394
45979,109,10,25,9,20,2,05中正區,中正區古亭河濱公園,0,0,2,1,F01,8,1,8,0,15,22,1,5,4,5,7,4,4,10,5,5,2,17,2,64.0,2.0,8.0,4.0,5.0,7.0,15.0,8.0,20.0,1.0,16.0,23.0,23,1.0,22.0,9.0,121.5170769,25.02140657
45980,109,10,25,9,20,2,05中正區,中正區古亭河濱公園,0,0,2,2,F01,8,1,8,0,15,22,1,5,4,5,7,4,4,10,5,5,2,17,1,55.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,1.0,16.0,44.0,23,1.0,22.0,9.0,121.5170769,25.02140657
46000,109,10,25,11,0,2,05中正區,中正區忠孝東路1段與林森北路口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,5,5,1,12,2,62.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,7.0,7,1.0,21.0,8.0,121.5233922,25.04493978
46001,109,10,25,11,0,2,05中正區,中正區忠孝東路1段與林森北路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,5,5,1,12,1,56.0,3.0,10.0,1.0,1.0,7.0,9.0,6.0,10.0,2.0,13.0,44.0,7,1.0,21.0,8.0,121.5233922,25.04493978
46007,109,10,25,11,39,2,05中正區,中正區博愛路與寶慶路口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,12,2,51.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,44,1.0,22.0,9.0,121.5113571,25.04122063
46008,109,10,25,11,39,2,05中正區,中正區博愛路與寶慶路口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,12,1,39.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,44,1.0,22.0,9.0,121.5113571,25.04122063
46029,109,10,25,13,48,2,05中正區,中正區仁愛路2段與新生南路1段口,0,0,2,1,B03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,16,1,37.0,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,17.0,17,2.0,22.0,9.0,121.5326063,25.03831206
46030,109,10,25,13,48,2,05中正區,中正區仁愛路2段與新生南路1段口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,16,2,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,17.0,17,1.0,22.0,9.0,121.5326063,25.03831206
46031,109,10,25,13,48,2,05中正區,中正區仁愛路2段與新生南路1段口,0,0,2,3,H02,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,16,2,21.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,17,1.0,22.0,9.0,121.5326063,25.03831206
46071,109,10,25,16,30,2,05中正區,中正區市民大道1段與承德路1段口,0,0,4,1,C03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,35.0,2.0,8.0,1.0,1.0,7.0,1.0,6.0,10.0,2.0,14.0,25.0,25,1.0,22.0,9.0,121.5164507,25.04864803
46072,109,10,25,16,30,2,05中正區,中正區市民大道1段與承德路1段口,0,0,4,2,C03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,25,1.0,22.0,9.0,121.5164507,25.04864803
46073,109,10,25,16,30,2,05中正區,中正區市民大道1段與承德路1段口,0,0,4,3,H02,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,2,15,2,29.0,2.0,8.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,25,1.0,22.0,9.0,121.5164507,25.04864803
46074,109,10,25,16,30,2,05中正區,中正區市民大道1段與承德路1段口,0,0,4,4,H02,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,3.0,2.0,1.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,25,1.0,22.0,9.0,121.5164507,25.04864803
46095,109,10,25,18,38,2,05中正區,中正區延平南路與延平南路258巷口口,0,0,1,1,B03,8,3,5,50,4,2,1,5,4,5,7,4,4,5,4,5,2,3,1,55.0,3.0,10.0,1.0,1.0,7.0,2.0,1.0,8.0,2.0,3.0,12.0,12,1.0,22.0,9.0,121.5072736,25.03286882
46096,109,10,25,18,38,2,05中正區,中正區延平南路與延平南路258巷口口,0,0,1,2,H01,8,3,5,50,4,2,1,5,4,5,7,4,4,5,4,5,2,3,1,24.0,2.0,9.0,4.0,1.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,12,1.0,22.0,9.0,121.5072736,25.03286882
46116,109,10,25,21,10,2,05中正區,中正區思源街1號永福橋頭,0,0,1,1,,8,3,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,12,4,,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5301071,25.01341738
46117,109,10,25,21,10,2,05中正區,中正區思源街1號永福橋頭,0,0,1,2,C03,8,3,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,12,1,32.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,44.0,43,1.0,22.0,9.0,121.5301071,25.01341738
46157,109,10,26,8,4,2,05中正區,中正區林森南路地下道,0,0,1,1,C03,8,1,5,50,7,8,1,5,4,5,7,4,4,10,4,4,2,12,2,28.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,7.0,7,1.0,22.0,9.0,121.5188467,25.03354655
46158,109,10,26,8,4,2,05中正區,中正區林森南路地下道,0,0,1,2,C03,8,1,5,50,7,8,1,5,4,5,7,4,4,10,4,4,2,12,1,74.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,7,1.0,22.0,9.0,121.5188467,25.03354655
46169,109,10,26,8,45,2,05中正區,中正區中山南路與常德街口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,1,1,8,4,1,1,12,1,41.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,2.0,9.0,9,1.0,22.0,9.0,121.5180941,25.04080765
46171,109,10,26,8,45,2,05中正區,中正區中山南路與常德街口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,8,4,1,1,12,1,20.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,9,1.0,22.0,9.0,121.5180941,25.04080765
46180,109,10,26,10,10,2,05中正區,中正區中山南路中正紀念堂5號出口旁,0,0,1,1,C03,8,1,5,50,11,9,1,5,4,5,7,4,4,1,4,5,2,16,1,37.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,43.0,43,1.0,22.0,9.0,121.5167482,25.03523067
46181,109,10,26,10,10,2,05中正區,中正區中山南路中正紀念堂5號出口旁,0,0,1,2,B12,8,1,5,50,11,9,1,5,4,5,7,4,4,1,4,5,2,16,1,62.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,6.0,43.0,43,1.0,22.0,9.0,121.5167482,25.03523067
46182,109,10,26,10,15,2,05中正區,中正區西藏路118號前,0,0,1,1,B01,8,1,5,30,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,57.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,4.0,2.0,4.0,40.0,40,1.0,22.0,9.0,121.5045749,25.03015761
46183,109,10,26,10,15,2,05中正區,中正區西藏路118號前,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,1,4,5,1,17,2,58.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,40,1.0,22.0,9.0,121.5045749,25.03015761
46204,109,10,26,12,47,2,05中正區,中正區徐州路5號,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,11,1,62.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,5.0,8.0,8,1.0,21.0,8.0,121.5195281,25.04170546
46205,109,10,26,12,47,2,05中正區,中正區徐州路5號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,11,2,38.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,8,1.0,21.0,8.0,121.5195281,25.04170546
46226,109,10,26,15,3,2,05中正區,中正區羅斯福路1段與寧波西街口,0,0,1,1,C03,8,1,5,40,4,2,1,5,4,5,7,1,1,3,4,4,2,17,1,19.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,23.0,23,1.0,22.0,9.0,121.5191599,25.03145137
46227,109,10,26,15,3,2,05中正區,中正區羅斯福路1段與寧波西街口,0,0,1,2,B03,8,1,5,40,4,2,1,5,4,5,7,1,1,3,4,4,2,17,1,37.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,8.0,1.0,2.0,44.0,23,1.0,22.0,9.0,121.5191599,25.03145137
46228,109,10,26,15,3,2,05中正區,中正區羅斯福路1段與寧波西街口,0,0,1,3,B02,8,1,5,40,4,2,1,5,4,5,7,1,1,3,4,4,2,17,1,32.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,1.0,7.0,26.0,23,1.0,22.0,9.0,121.5191599,25.03145137
46229,109,10,26,15,3,2,05中正區,中正區羅斯福路1段與寧波西街口,0,0,1,4,H02,8,1,5,40,4,2,1,5,4,5,7,1,1,3,4,4,2,17,2,22.0,2.0,8.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,23,1.0,22.0,9.0,121.5191599,25.03145137
46259,109,10,26,17,52,2,05中正區,中正區和平西路2段與莒光路口口,0,0,1,1,B03,8,3,5,50,5,2,1,5,4,5,7,2,1,3,4,5,2,3,2,32.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,1.0,15.0,15,1.0,22.0,9.0,121.5077064,25.03133084
46260,109,10,26,17,52,2,05中正區,中正區和平西路2段與莒光路口口,0,0,1,2,H01,8,3,5,50,5,2,1,5,4,5,7,2,1,3,4,5,2,3,2,31.0,2.0,5.0,4.0,1.0,8.0,16.0,8.0,20.0,10.0,16.0,51.0,15,1.0,22.0,9.0,121.5077064,25.03133084
46265,109,10,26,18,47,2,05中正區,中正區愛國西路與中山南路口,0,0,2,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,4,4,1,1,12,2,52.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,10.0,1.0,14.0,7.0,7,1.0,22.0,9.0,121.5165008,25.03508384
46266,109,10,26,18,47,2,05中正區,中正區愛國西路與中山南路口,0,0,2,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,4,4,1,1,12,1,24.0,2.0,9.0,1.0,1.0,7.0,15.0,1.0,10.0,1.0,12.0,44.0,7,1.0,22.0,9.0,121.5165008,25.03508384
46267,109,10,26,18,47,2,05中正區,中正區愛國西路與中山南路口,0,0,2,3,H02,8,3,5,50,4,1,1,5,4,5,7,1,1,4,4,1,1,12,2,22.0,2.0,9.0,4.0,5.0,7.0,21.0,8.0,20.0,10.0,16.0,67.0,7,1.0,22.0,9.0,121.5165008,25.03508384
46268,109,10,26,19,11,2,05中正區,中正區汀州路3段與師大路口,0,0,2,1,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,20.0,2.0,2.0,1.0,1.0,7.0,8.0,1.0,8.0,1.0,6.0,7.0,7,1.0,22.0,9.0,121.5257869,25.0208981
46269,109,10,26,19,11,2,05中正區,中正區汀州路3段與師大路口,0,0,2,2,A05,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,60.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,2.0,1.0,8.0,7.0,7,1.0,22.0,9.0,121.5257869,25.0208981
46270,109,10,26,19,11,2,05中正區,中正區汀州路3段與師大路口,0,0,2,3,H02,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,2,41.0,2.0,2.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,7,1.0,22.0,9.0,121.5257869,25.0208981
46341,109,10,27,9,44,2,05中正區,中正區信義路1段與中山南路口,0,0,1,1,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,10,3,1,2,12,1,18.0,2.0,7.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.5180173,25.03867945
46342,109,10,27,9,44,2,05中正區,中正區信義路1段與中山南路口,0,0,1,2,B01,8,1,5,50,5,1,1,5,4,5,7,1,1,10,3,1,2,12,1,61.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,1.0,44.0,8,1.0,22.0,9.0,121.5180173,25.03867945
46359,109,10,27,14,17,2,05中正區,中正區臨沂街與臨沂街19巷口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,9,4,5,2,15,1,40.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,6.0,6,1.0,22.0,9.0,121.5305502,25.04197544
46360,109,10,27,14,17,2,05中正區,中正區臨沂街與臨沂街19巷口,0,0,2,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,9,4,5,2,15,1,56.0,2.0,6.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5305502,25.04197544
46417,109,10,27,19,11,2,05中正區,中正區和平西路2段42-1號,0,0,1,1,C04,8,3,5,50,14,9,1,5,4,4,7,4,4,3,4,5,2,18,1,32.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,44,1.0,22.0,9.0,121.5126344,25.02864266
46418,109,10,27,19,11,2,05中正區,中正區和平西路2段42-1號,0,0,1,2,,8,3,5,50,14,9,1,5,4,4,7,4,4,3,4,5,2,18,3,,,,,,,,,,,,61.0,44,1.0,,,121.5126344,25.02864266
46430,109,10,27,20,33,2,05中正區,中正區中正河濱公園自行車道往中正橋方向,0,0,1,1,F01,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,2,1,21.0,3.0,10.0,4.0,1.0,7.0,9.0,8.0,20.0,2.0,16.0,43.0,43,1.0,22.0,9.0,121.5170899,25.02141604
46431,109,10,27,20,33,2,05中正區,中正區中正河濱公園自行車道往中正橋方向,0,0,1,2,H01,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,2,2,55.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5170899,25.02141604
46467,109,10,28,6,40,2,05中正區,中正區重慶南路3段與和平西路1段口口,0,0,2,1,C03,8,1,5,30,5,2,1,5,4,5,7,1,1,3,4,5,2,13,1,68.0,2.0,5.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,23.0,23,1.0,22.0,9.0,121.5161027,25.02714119
46468,109,10,28,6,40,2,05中正區,中正區重慶南路3段與和平西路1段口口,0,0,2,2,C03,8,1,5,30,5,2,1,5,4,5,7,1,1,3,4,5,2,13,1,23.0,2.0,8.0,1.0,1.0,7.0,14.0,1.0,10.0,1.0,12.0,44.0,23,1.0,22.0,9.0,121.5161027,25.02714119
46469,109,10,28,6,40,2,05中正區,中正區重慶南路3段與和平西路1段口口,0,0,2,3,H02,8,1,5,30,5,2,1,5,4,5,7,1,1,3,4,5,2,13,2,23.0,4.0,11.0,1.0,1.0,7.0,20.0,8.0,20.0,1.0,16.0,67.0,23,1.0,22.0,9.0,121.5161027,25.02714119
46489,109,10,28,7,48,2,05中正區,中正區市民大道2段與天津街口,0,0,1,1,C03,8,1,5,40,4,4,1,5,4,5,7,1,1,9,4,5,2,11,1,18.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,10.0,2.0,11.0,43.0,43,1.0,22.0,9.0,121.5222207,25.04779182
46490,109,10,28,7,48,2,05中正區,中正區市民大道2段與天津街口,0,0,1,2,C03,8,1,5,40,4,4,1,5,4,5,7,1,1,9,4,5,2,11,2,28.0,2.0,9.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5222207,25.04779182
46535,109,10,28,9,56,2,05中正區,中正區愛國東路78號附近側附近,0,0,1,1,B03,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,5,1,17,1,60.0,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,44.0,44,1.0,22.0,9.0,121.5200873,25.03341128
46536,109,10,28,9,56,2,05中正區,中正區愛國東路78號附近側附近,0,0,1,2,C03,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,5,1,17,1,44.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,44,1.0,22.0,9.0,121.5200873,25.03341128
46537,109,10,28,9,56,2,05中正區,中正區愛國東路78號附近側附近,0,0,1,3,B01,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,5,1,17,2,49.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,3.0,2.0,4.0,38.0,44,1.0,22.0,9.0,121.5200873,25.03341128
46540,109,10,28,10,5,2,05中正區,中正區市民大道1段臺北車站北側,0,0,1,1,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,12,2,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,44,1.0,22.0,9.0,121.5170815,25.04847962
46541,109,10,28,10,5,2,05中正區,中正區市民大道1段臺北車站北側,0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,12,1,25.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,17.0,44,1.0,22.0,9.0,121.5170815,25.04847962
46544,109,10,28,10,20,2,05中正區,中正區忠孝東路2段與杭州北路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,2,1,50.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,9.0,8.0,15.0,15,1.0,22.0,9.0,121.5269055,25.04401283
46545,109,10,28,10,20,2,05中正區,中正區忠孝東路2段與杭州北路口,0,0,1,2,H01,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,2,1,19.0,2.0,7.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5269055,25.04401283
46546,109,10,28,10,25,2,05中正區,中正區重慶南路3段與汀州路2段口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,56.0,2.0,9.0,1.0,1.0,7.0,2.0,1.0,10.0,2.0,12.0,12.0,12,1.0,22.0,9.0,121.5164646,25.02560729
46547,109,10,28,10,25,2,05中正區,中正區重慶南路3段與汀州路2段口,0,0,2,2,C03,8,1,5,30,4,1,1,5,4,5,7,1,1,3,4,5,2,16,2,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,13.0,12,1.0,22.0,9.0,121.5164646,25.02560729
46548,109,10,28,10,25,2,05中正區,中正區重慶南路3段與汀州路2段口,0,0,2,3,H02,8,1,5,30,4,1,1,5,4,5,7,1,1,3,4,5,2,16,2,54.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,12,1.0,22.0,9.0,121.5164646,25.02560729
